event_id,season,team,old_manager,new_manager,effective_change_date,matches_played_at_change,sum_points_residual_after_1_3,sum_points_residual_after_1_5,mean_goal_for_residual_after_1_3,mean_goals_against_improvement_after_1_3,team_elo_at_cutoff,opponent_elo_mean_after_1_3,last5_points,last5_gd,pre_context_auto
J1C_2015_0056,2015,甲府,樋口 靖洋,佐久間 悟,2015-05-16,11,7.327604263781922,10.3437630942511,1.1747119126508008,1.8034432379201528,1422.1615945379788,1471.7904598156595,3,-7,attack_stagnation
J1C_2018_0073,2018,浦和,堀 孝史,大槻 毅,2018-04-07,5,6.882502057616433,6.862359345429617,0.9689218658923,1.3269304570759428,1482.0230484442056,1474.4980383751547,2,-3,attack_stagnation
J1C_2022_0112,2022,神戸,ミゲル アンヘル ロティーナ,吉田 孝行,2022-07-02,18,6.354571613366634,5.406115772227431,0.7770685195637267,1.3980541459002274,1499.9991074852671,1490.209530947823,4,-1,low_base_strength
J1C_2015_0057,2015,鹿島,トニーニョ セレーゾ,石井 正忠,2015-07-25,20,5.489347172815715,8.137804073495198,0.7267219381534654,1.2467038631370055,1548.4334571546333,1553.444239074159,7,1,mixed_or_unclear
J1C_2020_0090,2020,神戸,トルステン フィンク,三浦 淳寛,2020-09-23,19,5.061083752641832,5.978963257849535,1.4831184072937291,0.6058820983710648,1494.4825780799758,1464.83673428566,2,-3,defense_collapse
J1C_2021_0102,2021,清水,ミゲル アンヘル ロティーナ,平岡 宏章,2021-11-06,34,4.550827758440204,6.7423644168723245,0.5098103476257866,0.9850270855832608,1396.0151913621255,1507.0423338514777,3,-7,both_attack_defense_bad
J1C_2019_0086,2019,神戸,吉田 孝行,トルステン フィンク,2019-06-15,14,4.481633895721827,1.2055626409629552,1.542187549777586,0.429006898670969,1456.6551847268,1547.8803289402756,4,-2,defense_collapse
J1C_2008_0018,2008,千葉,ヨジップ クゼ,アレックス ミラー,2008-05-10,11,4.391262536981721,2.349362597378721,0.0165770902550711,1.519996241781194,1402.300680250821,1495.0663568689824,0,-9,both_attack_defense_bad
J1C_2019_0087,2019,鳥栖,ルイス カレーラス,キン ミョンヒ,2019-05-04,9,3.930401465266817,5.79030718267522,0.8348636858456681,0.4031453050110667,1417.4984472744252,1516.743275585988,1,-7,attack_stagnation
J1C_2017_0063,2017,大宮,渋谷 洋樹,伊藤 彰,2017-06-04,13,3.790654056940164,2.1361452312079896,1.119552032473498,0.595147587465475,1455.3743630040085,1461.587903000586,6,-4,defense_collapse
J1C_2022_0107,2022,G大阪,片野坂 知宏,松田 浩,2022-08-20,24,3.780706996705632,2.086271419845263,1.1889907026471578,-0.4178063107002396,1425.0125691210835,1523.8484412304176,1,-8,both_attack_defense_bad
J1C_2009_0024,2009,大分,ペリクレス シャムスカ,ランコ ポポビッチ,2009-07-18,17,3.669168418072816,3.050484270371011,0.2037849988593126,1.1154848217223663,1413.7274589380934,1523.6544836079836,0,-7,both_attack_defense_bad
J1C_2017_0069,2017,鹿島,石井 正忠,大岩 剛,2017-06-04,12,3.620642820361163,5.860012273489751,1.0948880230357707,0.5183459028341006,1538.85364693271,1446.063136222467,6,-5,both_attack_defense_bad
J1C_2020_0089,2020,清水,ピーター クラモフスキー,平岡 宏章,2020-11-03,25,3.5080149144753805,4.798808083706319,0.8482921251977741,0.1845779722008611,1371.046777907273,1515.2944430857322,2,-4,defense_collapse
J1C_2005_0002,2005,大分,ファンボ グァン,ペリクレス シャムスカ,2005-09-03,21,3.4153162235326,5.792994370629015,0.908273123857199,0.46956353880565,1379.539046028938,1557.6503117160707,2,-4,defense_collapse
J1C_2009_0027,2009,神戸,和田 昌裕,三浦 俊也,2009-08-15,20,3.383410070380351,4.296210408644009,-0.2165085277038133,1.4204763814828858,1472.4858580373398,1537.9737041951737,5,-2,mixed_or_unclear
J1C_2023_0115,2023,FC東京,アルベルト プッチ オルトネダ,ピーター クラモフスキー,2023-06-24,17,3.369852654103097,4.543868579762222,-0.2675700148190441,1.5637413596798115,1474.3075807527805,1517.1411113034374,4,-3,defense_collapse
J1C_2018_0072,2018,柏,加藤 望,岩瀬 健,2018-11-24,32,3.3690735798164644,3.3690735798164644,2.0892841999797707,0.4794446717268252,1474.8277154958157,1530.3213496906696,3,-3,defense_collapse
J1C_2018_0077,2018,鳥栖,マッシモ フィッカデンティ,キン ミョンヒ,2018-10-20,29,3.352297417087991,5.249798593710157,0.3187680096568281,0.5171395801945115,1464.022410190027,1460.245447587319,5,-1,attack_stagnation
J1C_2021_0100,2021,横浜FM,アンジェ ポステコグルー,松永 英機,2021-06-23,16,3.2149051868802454,4.172626274909216,-0.1737561087541858,0.5928798864035635,1583.3948279289357,1491.7455170926569,10,2,mixed_or_unclear
J1C_2021_0106,2021,鹿島,ザーゴ,相馬 直樹,2021-04-17,8,3.0339954500116053,6.870405643541984,0.0150982925240535,1.4194201902593977,1527.9079469604314,1441.2824000511282,4,-2,mixed_or_unclear
J1C_2014_0052,2014,大宮,大熊 清,渋谷 洋樹,2014-09-13,22,2.6516892976315574,6.401235190518117,0.2761184640874523,0.8205799855865323,1391.7778316481154,1528.8439984709173,1,-9,both_attack_defense_bad
J1C_2012_0043,2012,神戸,和田 昌裕,安達 亮,2012-05-03,8,2.427334662019517,2.207998634483608,0.2148371891376816,1.1226992798095805,1478.6586953422914,1542.8433733983156,3,-6,both_attack_defense_bad
J1C_2006_0007,2006,FC東京,アレッシャンドレ ガーロ,倉又 寿雄,2006-08-20,17,2.3075517528531533,-1.485375855004918,1.8191348515926773,-0.6390320569341333,1500.5465585685706,1521.040795719752,4,-4,defense_collapse
J1C_2013_0048,2013,磐田,長澤 徹,関塚 隆,2013-07-06,13,2.2070572851172825,1.6869192837887266,0.6155223532940902,0.4166891723758952,1444.9365174208742,1507.3880613568479,2,-4,defense_collapse
J1C_2011_0033,2011,広島,ミハイロ ペトロビッチ,ミハイロ ペトロビッチ,2011-07-23,17,2.191519906905276,-0.3745822840422455,1.2451231713343331,0.5826651962029039,1516.8535261430577,1529.140120122113,4,-4,defense_collapse
J1C_2011_0036,2011,福岡,篠田 善之,浅野 哲也,2011-08-07,19,1.9644802827781067,1.5244094542974826,0.5083606039641613,1.0565206977384292,1386.455655417865,1579.1954386875598,4,-5,attack_stagnation
J1C_2007_0017,2007,磐田,アジウソン,内山 篤,2007-09-15,24,1.9559272766269675,2.186193505880988,0.1479184659832149,0.9643137748214528,1508.71019069831,1489.6289827865194,6,-1,defense_collapse
J1C_2012_0044,2012,神戸,安達 亮,西野 朗,2012-05-26,12,1.9000013905793447,2.4628376546551154,0.6021024738543109,0.2725078844981293,1491.400159501662,1501.9378950546613,6,0,mixed_or_unclear
J1C_2016_0058,2016,FC東京,城福 浩,篠田 善之,2016-07-30,22,1.8706960964288903,3.506874550003904,0.628563778363825,-0.9903373134274784,1508.3574264386004,1465.624187589725,3,-3,attack_stagnation
